CITIZEN,GEO,Y2015M01,Y2015M02,Y2015M03,Y2015M04,Y2015M05,Y2015M06,Y2015M07,Y2015M08,Y2015M09,Y2015M10,Y2015M11,Y2015M12
Kosovo,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,Luxembourg,15,35,25,10,20,30,15,30,30,10,,
Kosovo,Malta,0,0,0,0,0,0,0,0,0,,,
Kosovo,Netherlands,5,20,5,20,65,160,110,110,55,60,,
Kosovo,Norway,35,45,15,20,10,25,0,5,5,15,0,0
Kosovo,Poland,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,Portugal,0,0,0,0,0,5,0,0,0,0,,
Kosovo,Romania,0,0,0,0,0,0,0,0,0,0,,
Kosovo,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Kosovo,Slovenia,0,0,0,0,5,0,0,5,5,5,0,0
Kosovo,Spain,0,0,0,0,0,0,0,0,0,,,
Kosovo,Sweden,285,390,205,170,130,105,90,85,130,85,45,
Kosovo,Switzerland,110,80,75,50,40,35,10,25,40,30,35,
Kosovo,UK,0,0,5,5,0,0,5,0,0,0,,
Kuwait,Austria,0,0,0,0,0,0,5,0,0,0,,
Kuwait,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Kuwait,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Kuwait,Denmark,0,0,0,0,0,0,0,5,15,65,,
Kuwait,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Finland,0,0,0,0,0,0,0,0,0,5,0,
Kuwait,France,0,0,0,0,0,0,0,0,0,0,,
Kuwait,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Greece,0,0,0,0,0,0,0,0,0,0,,
Kuwait,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Ireland,5,0,0,0,0,0,0,0,5,0,,
Kuwait,Italy,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Kuwait,Malta,0,0,0,0,0,0,0,0,0,,,
Kuwait,Netherlands,0,0,0,0,0,0,0,10,0,0,,
Kuwait,Norway,0,0,0,0,0,0,0,0,0,5,10,0
Kuwait,Poland,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Portugal,0,0,0,0,0,0,0,0,0,0,,
Kuwait,Romania,0,0,0,0,0,0,0,0,0,0,,
Kuwait,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Spain,0,0,0,0,0,0,0,0,0,,,
Kuwait,Sweden,0,0,0,0,0,0,0,0,5,45,75,
Kuwait,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Kuwait,UK,15,10,5,0,15,25,25,10,25,20,,
Kyrgyzstan,Austria,0,0,0,0,0,15,5,5,5,0,,
Kyrgyzstan,Belgium,5,10,5,5,10,5,5,5,0,0,0,
Kyrgyzstan,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Kyrgyzstan,Czech Rep.,0,0,0,0,0,0,5,0,0,0,,
Kyrgyzstan,Denmark,0,0,0,0,0,0,0,0,0,0,,
Kyrgyzstan,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,Finland,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,France,0,5,5,5,5,5,5,0,0,0,,
Kyrgyzstan,Germany,20,20,5,5,10,10,0,5,10,10,5,0
Kyrgyzstan,Greece,0,0,0,0,0,0,0,0,0,0,,
Kyrgyzstan,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,Ireland,0,0,0,0,0,0,0,0,0,0,,
Kyrgyzstan,Italy,0,0,0,0,0,0,0,0,0,0,5,
Kyrgyzstan,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,Lithuania,5,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Kyrgyzstan,Malta,0,0,0,0,0,0,0,0,0,,,
Kyrgyzstan,Netherlands,0,0,0,0,5,0,0,0,0,0,,
Kyrgyzstan,Norway,0,0,0,0,0,0,0,0,5,5,0,0
Kyrgyzstan,Poland,10,10,0,0,20,10,10,25,10,15,15,
Kyrgyzstan,Portugal,0,0,0,0,0,0,0,0,0,0,,
Kyrgyzstan,Romania,0,0,0,0,0,0,0,0,0,0,,
Kyrgyzstan,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyzstan,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Spain,0,0,0,0,0,0,0,0,0,,,
Kyrgyzstan,Sweden,10,15,15,15,5,5,10,10,5,20,20,
Kyrgyzstan,Switzerland,0,0,0,0,0,0,5,0,0,0,0,
Kyrgyzstan,UK,0,0,0,0,0,5,0,0,0,0,,
Laos,Austria,0,5,0,0,0,0,0,0,0,0,,
Laos,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Laos,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Laos,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Laos,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Laos,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Laos,Denmark,0,0,0,0,0,0,0,0,0,0,,
Laos,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Laos,Finland,0,0,0,0,0,0,0,0,0,0,0,
Laos,France,0,0,0,0,0,0,0,0,0,0,,
Laos,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Greece,0,0,0,0,0,0,0,0,0,0,,
Laos,Hungary,0,0,0,5,0,0,0,0,0,0,0,
Laos,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Laos,Ireland,0,0,0,0,0,0,0,0,0,0,,
Laos,Italy,0,0,0,0,0,0,0,0,0,0,0,
Laos,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Laos,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Laos,Malta,0,0,0,0,0,0,0,0,0,,,
Laos,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Laos,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Poland,0,0,0,0,0,0,0,0,0,0,0,
Laos,Portugal,0,0,0,0,0,0,0,0,0,0,,
Laos,Romania,0,0,0,0,0,0,0,0,0,0,,
Laos,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Laos,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Spain,0,0,0,0,0,0,0,0,0,,,
Laos,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Laos,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Laos,UK,0,0,0,0,0,0,0,0,0,0,,
Latvia,Austria,0,0,0,0,0,0,0,0,0,0,,
Latvia,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Latvia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Latvia,Denmark,0,0,0,0,0,0,0,0,0,0,,
Latvia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Finland,0,0,0,0,0,0,0,0,0,0,0,
Latvia,France,0,0,0,0,0,0,0,0,0,0,,
Latvia,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Greece,0,0,0,0,0,0,0,0,0,0,,
Latvia,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Latvia,Italy,,,,,,,,0,0,0,0,
Latvia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Latvia,Malta,0,0,0,0,0,0,0,0,0,,,
Latvia,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Latvia,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Latvia,Romania,0,0,0,0,0,0,0,0,0,0,,
Latvia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Spain,0,0,0,0,0,0,0,0,0,,,
Latvia,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Latvia,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Latvia,UK,0,5,0,0,0,0,5,0,0,5,,
Lebanon,Austria,5,0,0,0,0,5,5,5,15,65,,
Lebanon,Belgium,15,5,5,15,5,10,10,15,10,25,45,
Lebanon,Bulgaria,5,5,5,0,0,0,0,5,5,0,0,
Lebanon,Croatia,0,0,0,0,0,0,0,0,5,0,0,
Lebanon,Cyprus,5,0,0,0,0,0,0,0,0,0,,
Lebanon,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Lebanon,Denmark,0,5,0,5,0,0,0,0,10,10,,
Lebanon,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Lebanon,Finland,0,0,0,0,0,5,0,0,0,5,5,
Lebanon,France,0,5,0,5,5,5,0,0,10,15,,
Lebanon,Germany,80,85,80,85,55,90,70,45,85,125,330,300
Lebanon,Greece,0,0,0,0,0,0,0,5,0,0,,
Lebanon,Hungary,0,0,0,0,0,10,0,10,0,5,0,
Lebanon,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Lebanon,Ireland,0,0,0,0,0,0,0,0,0,0,,
Lebanon,Italy,5,5,5,10,10,5,0,0,5,5,10,
Lebanon,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Lebanon,Lithuania,0,0,0,0,0,0,0,0,0,0,0,5
Lebanon,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Lebanon,Malta,0,0,0,0,0,0,0,0,0,,,
Lebanon,Netherlands,0,5,0,5,5,0,0,5,0,15,,
Lebanon,Norway,0,0,5,0,5,0,0,5,5,30,90,5
Lebanon,Poland,0,0,0,0,0,0,0,0,0,0,0,
Lebanon,Portugal,0,0,0,0,0,0,0,0,0,0,,
Lebanon,Romania,0,0,0,0,0,0,0,0,0,0,,
Lebanon,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Lebanon,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Spain,0,0,0,5,0,5,0,5,10,,,
Lebanon,Sweden,30,20,25,20,25,25,40,35,85,210,225,
Lebanon,Switzerland,0,5,0,0,0,0,0,0,0,5,5,
Lebanon,UK,15,0,15,0,0,5,5,0,5,10,,
Liberia,Austria,0,0,0,0,5,0,0,0,5,0,,
Liberia,Belgium,0,0,0,0,0,5,5,0,0,5,0,
Liberia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Liberia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Liberia,Denmark,0,0,0,0,0,0,0,0,0,0,,
Liberia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Finland,0,0,0,0,0,0,0,0,0,0,0,
Liberia,France,5,0,0,5,0,0,0,0,5,5,,
Liberia,Germany,0,10,10,5,5,5,5,15,10,10,5,5
Liberia,Greece,0,0,0,0,0,0,0,0,0,0,,
Liberia,Hungary,5,0,0,5,0,0,0,5,0,0,0,
Liberia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Ireland,0,5,0,0,0,0,0,0,0,0,,
Liberia,Italy,0,5,5,10,5,0,10,20,15,20,0,
Liberia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Liberia,Malta,0,0,0,0,0,0,0,0,0,,,
Liberia,Netherlands,0,0,0,0,0,5,5,0,0,0,,
Liberia,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Liberia,Romania,0,0,0,0,0,0,0,0,0,0,,
Liberia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Spain,0,0,0,0,0,0,0,0,0,,,
Liberia,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Liberia,Switzerland,0,0,0,0,5,5,5,5,0,0,0,
Liberia,UK,0,0,0,0,0,0,0,0,0,0,,
Libya,Austria,15,10,10,20,15,5,10,10,10,10,,
Libya,Belgium,5,10,0,10,5,10,5,5,10,10,0,
Libya,Bulgaria,0,0,0,0,0,5,0,0,0,0,0,
Libya,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Libya,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Libya,Czech Rep.,0,0,0,0,0,0,0,5,5,0,,
Libya,Denmark,5,10,10,5,5,5,5,0,10,5,,
Libya,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Libya,Finland,0,0,5,0,5,5,0,5,5,10,0,
Libya,France,30,45,80,65,35,45,70,50,60,70,,
Libya,Germany,100,60,120,90,50,235,120,55,55,90,130,50
Libya,Greece,0,0,0,0,5,0,0,0,5,0,,
Libya,Hungary,0,0,10,10,5,10,10,5,5,0,0,
Libya,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Libya,Ireland,0,5,0,0,0,5,0,10,10,5,,
Libya,Italy,20,20,5,40,15,10,30,30,35,45,15,
Libya,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Libya,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Libya,Malta,45,60,90,75,115,75,85,70,65,,,
Libya,Netherlands,10,10,5,10,10,10,5,10,10,10,,
Libya,Norway,5,10,5,5,5,0,5,0,5,10,5,5
Libya,Poland,0,0,0,0,0,0,0,0,0,0,0,
Libya,Portugal,0,0,0,0,0,0,0,0,0,0,,
Libya,Romania,0,0,0,0,0,0,0,0,0,0,,
Libya,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Libya,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Spain,10,0,5,5,10,5,0,0,0,,,
Libya,Sweden,40,45,40,30,40,30,20,20,35,30,35,
Libya,Switzerland,15,20,15,10,5,15,20,5,5,5,5,
Libya,UK,120,65,105,75,80,75,70,75,65,90,,
Lithuania,Austria,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Belgium,0,0,5,0,0,0,0,0,0,0,0,
Lithuania,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Denmark,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Finland,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,France,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Greece,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Ireland,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Italy,,,,,,,,0,0,0,0,
Lithuania,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Malta,0,0,0,0,0,0,0,0,0,,,
Lithuania,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Poland,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Portugal,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Romania,0,0,0,0,0,0,0,0,0,0,,
Lithuania,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Spain,0,0,0,0,0,0,0,0,0,,,
Lithuania,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Lithuania,UK,0,5,5,5,5,5,0,5,5,0,,
Madagascar,Austria,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Belgium,0,0,0,0,0,0,0,5,0,0,0,
Madagascar,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Denmark,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Finland,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,France,10,10,10,5,10,0,5,0,15,20,,
Madagascar,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Greece,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Ireland,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Italy,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Malta,0,0,0,0,0,0,0,0,0,,,
Madagascar,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Poland,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Portugal,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Romania,0,0,0,0,0,0,0,0,0,0,,
Madagascar,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Spain,0,0,0,0,0,0,0,0,0,,,
Madagascar,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,UK,0,0,0,0,0,0,0,0,0,0,,
Malawi,Austria,0,0,0,0,0,0,0,0,0,0,,
Malawi,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Malawi,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Malawi,Denmark,0,0,0,0,0,0,0,0,0,0,,
Malawi,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Finland,0,0,0,0,0,0,0,0,0,0,0,
Malawi,France,0,0,0,0,0,0,0,0,0,0,,
Malawi,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,Greece,0,0,0,0,0,0,0,0,0,0,,
Malawi,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Ireland,5,5,5,5,10,10,5,0,15,5,,
Malawi,Italy,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Malawi,Malta,0,0,0,0,0,0,0,0,0,,,
Malawi,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Malawi,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,Poland,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Portugal,0,0,0,0,0,0,0,0,0,0,,
Malawi,Romania,0,0,0,0,0,0,0,0,0,0,,
Malawi,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,Spain,0,0,0,0,0,0,0,0,0,,,
Malawi,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Malawi,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Malawi,UK,5,15,15,20,5,10,15,10,10,5,,
Malaysia,Austria,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Denmark,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Finland,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,France,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Greece,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Italy,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Malta,0,0,0,0,0,0,0,0,0,,,
Malaysia,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Romania,0,0,0,0,0,0,0,0,0,0,,
Malaysia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Spain,0,0,0,0,0,0,0,0,0,,,
Malaysia,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Malaysia,UK,0,5,10,5,5,5,5,10,5,5,,
Mali,Austria,5,0,0,0,0,5,10,5,0,10,,
Mali,Belgium,10,0,5,10,5,5,5,5,5,5,0,
Mali,Bulgaria,0,0,0,0,5,0,0,5,0,0,0,
Mali,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Mali,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Mali,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Mali,Denmark,0,0,0,0,0,0,0,0,0,0,,
Mali,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Mali,Finland,0,0,0,0,0,0,0,0,0,5,0,
Mali,France,90,90,95,100,90,105,125,95,160,195,,
Mali,Germany,50,45,40,50,60,70,75,45,35,40,35,15
Mali,Greece,5,0,0,5,0,5,0,0,0,0,,
Mali,Hungary,25,30,15,20,20,50,45,75,15,0,0,
Mali,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Mali,Ireland,0,0,0,0,0,0,0,0,0,0,,
Mali,Italy,395,400,590,330,420,350,475,575,725,565,445,
Mali,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Mali,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Mali,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Mali,Malta,0,25,5,0,0,0,0,0,0,,,
Mali,Netherlands,0,0,5,0,0,0,0,0,0,0,,
Mali,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Mali,Poland,0,0,0,0,0,0,0,0,0,0,0,
Mali,Portugal,0,5,5,5,10,10,10,5,5,10,,
Mali,Romania,0,0,0,0,0,0,0,0,0,0,,
Mali,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Mali,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Mali,Spain,20,30,35,15,15,15,10,20,20,,,
Mali,Sweden,5,0,5,0,0,0,5,0,0,5,5,
Mali,Switzerland,10,10,10,10,5,5,10,15,15,25,10,
Mali,UK,0,0,0,0,0,0,5,0,5,0,,
Mauritania,Austria,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Belgium,15,10,10,15,10,10,20,5,5,15,5,
Mauritania,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Denmark,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,Finland,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,France,50,60,65,70,60,80,95,70,140,135,,
Mauritania,Germany,10,15,20,10,10,15,15,10,20,10,15,5
Mauritania,Greece,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Hungary,0,5,0,5,5,5,25,35,5,0,0,
Mauritania,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,Ireland,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Italy,10,0,10,15,15,5,10,5,5,5,5,
Mauritania,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Malta,0,0,0,0,0,0,0,0,0,,,
Mauritania,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,Poland,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,Portugal,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Romania,0,0,0,0,0,0,0,0,0,0,,
Mauritania,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Mauritania,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,Spain,0,0,0,0,0,0,0,0,0,,,
Mauritania,Sweden,0,0,0,0,0,0,0,0,5,0,0,
Mauritania,Switzerland,0,0,5,0,0,0,0,0,0,0,5,
Mauritania,UK,0,0,0,0,0,0,0,0,0,0,,
Mexico,Austria,0,0,0,0,0,0,0,0,0,0,,
